release_date,judul,sinopsis,genre,kata_kunci,rate,tahun
2014-09-18,Duel: The Last Choice,"Igo, mantan preman yang telah meninggalkan masa lalunya dan berjualan telur di pasar Cinere. Joe Bandit, teman lama Igo, membuat masalah di pasar, hingga mereka berkelahi sengit sampai Joe Bandit patah kaki dan ditangkap oleh Komandan Herman. Tiga tahun kemudian... Generasi preman baru mendominasi area pasar Cinere: Rocky, Dimas, dan Jack. Igo, yang masih berjualan telur, telah berubah. Suatu kali, Jack menuntut uang muka dengan kasar di kios Igo. Igo tidak melawan. Dimas mencoba menghentikan tindakan Jack. Tampaknya ada sesuatu yang tersembunyi dalam hubungan antara Dimas dan Igo. Igo dibela oleh Dimas tetapi juga dibenci olehnya. Dimas merasa bahwa Igo telah lalai melindungi istrinya, ibu kandung Dimas, yang meninggal di tangan Joe Bandit. Rocky, bos Dimas, memiliki pacar bernama Vina, yang diam-diam menyukai Dimas. Hubungan asmara Vina dan Dimas memicu kemarahan Rocky.",,"duel pilihan paling sedikit, film aksi indonesia, willy dozan, leon dozan",7.5,2014
2020-01-02,Nanti Kita Cerita Tentang Hari Ini,Tiga saudara menghadapi rahasia keluarga yang memengaruhi hidup mereka sejak kecil.,"Drama, Family","keluarga, saudara kandung, rahasia, kehidupan",8.1,2020
2020-01-09,Aku Tahu Kapan Kamu Mati,Seorang siswi memiliki kemampuan melihat tanda kematian setelah mengalami mati suri.,"Horror, Thriller","kematian, hantu, sekolah, supranatural",6.1,2020
2020-01-09,Titus: Mystery of the Enygma,Detektif tikus Titus memecahkan misteri kasus pencurian bersama teman-temannya.,"Animation, Adventure","detektif, hewan, misteri, petualangan",7,2020
2020-01-16,Rasuk 2,Sekelompok mahasiswa diteror kekuatan gaib saat menjalani penelitian.,Horror,"hantu, kerasukan, kampus, misteri",5.8,2020
2020-01-23,Dignitate,Siswi cerdas jatuh cinta pada ketua OSIS yang terkenal dingin dan disiplin.,"Romance, Drama","sekolah, remaja, cinta, adaptasi",6.9,2020
2020-01-30,Toko Barang Mantan,Pemilik toko barang mantan dipertemukan kembali dengan cinta masa lalunya.,"Romance, Comedy","putus cinta, cinta, hubungan, komedi",6.8,2020
2020-02-13,Milea: Suara dari Dilan,Dilan mengenang kembali kisah cintanya bersama Milea dari sudut pandangnya.,"Romance, Drama","cinta, remaja, sekolah, Bandung",7.4,2020
2020-02-20,Teman Tapi Menikah 2,Kehidupan pernikahan muda Ayu dan Ditto mulai diuji berbagai masalah rumah tangga.,"Romance, Comedy","pernikahan, keluarga, pasangan, hubungan",6.7,2020
2020-02-27,Akhir Kisah Cinta Si Doel,Si Doel harus menentukan pilihan cintanya antara dua perempuan yang hadir dalam hidupnya.,"Drama, Romance","keluarga, cinta, betawi, nostalgia",7.2,2020
2020-03-05,Sebelum Iblis Menjemput Ayat 2,Alfie kembali diteror iblis setelah mencoba menyelamatkan keluarganya.,"Horror, Thriller","setan, teror, supranatural, kutukan",6.8,2020
2020-03-12,Mariposa,Siswi ceria mencoba mendapatkan hati siswa jenius yang sulit didekati.,"Romance, Comedy","sekolah, remaja, cinta, adaptasi",7.1,2020
2020-03-12,Kung Fu Angels,Sekelompok gadis muda berusaha menyelamatkan panti asuhan dengan mengikuti kompetisi bela diri.,"Action, Comedy","seni bela diri, persahabatan, kompetisi, pemuda",5.9,2020
2020-03-19,Bucin,Empat sahabat mengikuti kelas anti bucin demi memperbaiki hubungan percintaan mereka.,Comedy,"persahabatan, cinta, humor, hubungan",6.2,2020
2020-03-19,Alter Ego,Seorang pria terjebak dalam konflik identitas dan kehidupan virtual.,"Drama, Thriller","identitas, teknologi, kehidupan, misteri",5.7,2020
2020-03-26,Tersanjung The Movie,Yura menghadapi kerasnya kehidupan sambil mencari arti cinta dan keluarga.,"Drama, Romance","keluarga, cinta, perjuangan, adaptasi",6.5,2020
2020-04-02,Mangkujiwo,Awal mula lahirnya sosok Kuntilanak dimulai dari konflik dua tokoh penuh dendam.,Horror,"kutukan, hantu, balas dendam, misteri",6.4,2020
2020-04-09,Janin,Sepasang suami istri mengalami teror mistis setelah kehamilan yang dinanti.,Horror,"kehamilan, hantu, teror, keluarga",5.5,2020
2020-04-16,Bidadari Mencari Sayap,Pasangan beda keyakinan menghadapi konflik keluarga dan kehidupan rumah tangga.,"Drama, Romance","agama, pernikahan, keluarga, cinta",7,2020
2020-04-23,Guru-Guru Gokil,Seorang pria terpaksa menjadi guru dan menemukan makna hidup melalui murid-muridnya.,"Comedy, Drama","guru, sekolah, persahabatan, komedi",7,2020
2020-04-30,Who's There?,Seorang perempuan diteror sosok misterius saat tinggal sendirian di apartemen.,"Thriller, Horror","teror, apartemen, misteri, psikologis",5.6,2020
2020-05-07,Love Knots,Kisah cinta segitiga menguji persahabatan dan perasaan masa muda.,"Romance, Drama","persahabatan, cinta, segitiga cinta, emosi",5.9,2020
2020-05-14,Mangga Muda,Pasangan suami istri menghadapi konflik rumah tangga karena belum memiliki anak.,"Comedy, Drama","pernikahan, keluarga, kehidupan, komedi",6.1,2020
2020-05-21,Sabar Ini Ujian,Kehidupan rumah tangga pasangan muda diuji oleh masalah ekonomi dan keluarga.,"Drama, Comedy","pernikahan, kehidupan, keluarga, komedi",6.1,2020
2020-05-28,Wedding Agreement,Pernikahan karena perjodohan perlahan berubah menjadi hubungan penuh cinta.,"Romance, Drama","pernikahan, kontrak, cinta, hubungan",7,2020
2020-06-04,Tarung Sarung,Pemuda kaya belajar tentang kehidupan melalui tradisi dan pertarungan sarung.,"Action, Drama","tradisi, pertarungan, cinta, budaya",6.6,2020
2020-06-11,Story of Kale: When Someone's in Love,Seorang musisi mengenang hubungan cintanya yang penuh luka emosional.,"Drama, Romance","musik, hubungan, masa lalu, emosi",7.2,2020
2020-06-18,Mekah I'm Coming,Seorang pria berpura-pura naik haji demi mempertahankan cintanya.,"Comedy, Drama","agama, cinta, komedi, desa",7.3,2020
2020-06-25,Quarantine Tales,Kumpulan kisah masyarakat Indonesia selama masa pandemi COVID-19.,"Drama, Anthology","pandemi, kehidupan, masyarakat, antologi",6.8,2020
2020-07-02,Cinta Itu Buta,Perempuan tunanetra menemukan cinta dan kepercayaan diri dalam hidupnya.,"Drama, Romance","kebutaan, cinta, kepercayaan diri, kehidupan",6.9,2020
2020-07-09,Pelukis Hantu,Seorang pelukis memperoleh kemampuan melihat makhluk gaib.,"Comedy, Horror","hantu, lukisan, supranatural, komedi",6.3,2020
2020-07-16,Asih 2,Hantu Asih kembali meneror keluarga yang tinggal di panti asuhan.,Horror,"hantu, teror, keluarga, supranatural",6.3,2020
2020-07-23,Akhirat: A Love Story,Dua insan jatuh cinta setelah bertemu di alam setelah kematian.,"Fantasy, Romance","kehidupan setelah kematian, cinta, fantasi, emosi",7.1,2020
2020-07-30,Ben & Jody,Dua sahabat menghadapi konflik bisnis kopi dan ancaman berbahaya.,"Action, Drama","persahabatan, kopi, bisnis, aksi",7.1,2020
2020-08-06,Generasi 90an: Melankolia,Seorang pria mencoba bangkit dari trauma kehilangan saudara tercintanya.,"Drama, Family","kehilangan, duka cita, keluarga, emosi",7.3,2020
2020-08-13,Surga yang Tak Dirindukan 3,Kehidupan rumah tangga kembali diuji oleh masa lalu dan perasaan lama.,"Drama, Romance","pernikahan, keluarga, iman, cinta",6.7,2020
2020-08-20,"Imperfect: Karier, Cinta dan Timbangan",Perempuan yang sering diremehkan belajar menerima dirinya sendiri.,"Comedy, Drama","tubuh, citra diri, cinta diri, kantor",7.8,2020
2020-08-27,Seperti Hujan yang Jatuh ke Bumi,Persahabatan lama berubah menjadi cinta yang rumit.,"Romance, Drama","persahabatan, cinta, remaja, adaptasi",6.9,2020
2020-09-03,Habibie & Ainun 3,Kisah masa muda Ainun sebelum bertemu dengan Habibie.,"Drama, Biography","cinta, pendidikan, inspirasi, sejarah",7.2,2020
2020-09-10,Ali & Ratu Ratu Queens,Remaja Indonesia pergi ke New York untuk mencari ibunya.,"Drama, Comedy","New York, keluarga, persahabatan, perjalanan",7.4,2020
2020-09-17,June & Kopi,Seekor anjing membantu keluarga kecil menemukan kembali kebahagiaan.,"Family, Drama","anjing, keluarga, persahabatan, hangat",7.5,2020
2020-09-24,Geez & Ann,Kisah cinta remaja yang harus menghadapi perpisahan dan impian.,"Romance, Drama","remaja, cinta, sekolah, adaptasi",6.6,2020
2020-10-01,Anak Garuda,Sekelompok remaja berbakat mengikuti kompetisi internasional demi Indonesia.,"Drama, Family","pemuda, kompetisi, mimpi, inspirasi",6.4,2020
2020-10-08,Sobat Ambyar,Pemuda patah hati menemukan semangat hidup melalui musik campursari.,"Drama, Music","musik, patah hati, persahabatan, kehidupan",7,2020
2020-10-15,Losmen Bu Broto,Keluarga pemilik losmen menghadapi konflik cinta dan tradisi keluarga.,"Drama, Family","keluarga, tradisi, cinta, bisnis",7.5,2020
2020-10-22,Curhat Bang Denny,Kehidupan anak muda urban dipenuhi kisah cinta dan persahabatan.,"Comedy, Drama","cinta, perkotaan, persahabatan, kehidupan",5.9,2020
2020-10-29,Perempuan Tanah Jahanam,Perempuan muda kembali ke desa leluhur dan menemukan kutukan mengerikan.,"Horror, Thriller","desa, kutukan, misteri, teror",7.7,2020
2020-11-05,You and I,Dua mantan tahanan politik menjalani hidup bersama setelah tragedi masa lalu.,"Documentary, Drama","sejarah, persahabatan, politik, kehidupan",7.4,2020
2020-11-12,Humba Dreams,Seorang ibu berjuang demi pendidikan anaknya di Sumba.,Drama,"keluarga, pendidikan, perjuangan, budaya",7.1,2020
2020-11-19,One Day We'll Talk About Today,Rahasia keluarga perlahan terungkap dan mengubah hubungan antar saudara.,"Drama, Family","keluarga, rahasia, emosi, kehidupan",8,2020
2020-11-26,A World Without,Tiga remaja masuk organisasi misterius yang menjanjikan kehidupan sempurna.,"Science, Fiction, Drama","masa depan, kultus, persahabatan, misteri",6.4,2020
2020-12-03,Di Bawah Umur,Sekelompok remaja SMA menghadapi cinta dan tekanan lingkungan sosial.,"Drama, Romance","sekolah, remaja, cinta, persahabatan",6.5,2020
2020-12-10,Tilik,Sekelompok ibu-ibu pergi menjenguk kerabat sambil bergosip sepanjang perjalanan.,"Short, Drama","desa, gosip, masyarakat, komedi",8.2,2020
2020-12-17,Serigala Langit,Pilot muda Angkatan Udara Indonesia menghadapi misi berbahaya demi negara.,"Action, Drama","militer, pilot, angkatan udara, patriotisme",6.6,2020
2020-12-24,Buku Harianku,Kumpulan kisah anak-anak dengan mimpi dan perjuangan masing-masing.,"Family, Drama","anak-anak, mimpi, kehidupan, keluarga",6.8,2020
2020-12-31,Cemara's Family 2,Keluarga Cemara terus berusaha menjaga kehangatan keluarga sederhana mereka.,"Family, Drama","keluarga, anak-anak, perjuangan, hangat",7.7,2020
2021-01-14,Cemara's Family 2,Keluarga Cemara berusaha mempertahankan kehangatan keluarga di tengah kesulitan hidup.,"Family, Drama","keluarga, anak-anak, hangat, perjuangan",7.7,2021
2021-01-21,A Perfect Fit,Seorang fashion blogger bertemu pembuat sepatu di Bali dan menemukan cinta.,"Romance, Drama","cinta, bali, mode, hubungan",6.8,2021
2021-01-28,Ali & Ratu Ratu Queens,Remaja Indonesia pergi ke New York mencari ibunya dan menemukan keluarga baru.,"Drama, Comedy","New York, keluarga, persahabatan, perjalanan",7.4,2021
2021-02-04,Geez & Ann,Kisah cinta remaja yang harus menghadapi jarak dan impian masing-masing.,"Romance, Drama","remaja, cinta, sekolah, adaptasi",6.6,2021
2021-02-11,Akhirat: A Love Story,Dua insan jatuh cinta setelah bertemu di alam setelah kematian.,"Fantasy, Romance","kehidupan setelah kematian, cinta, fantasi, emosi",7.1,2021
2021-02-18,Story of Kale: When Someone's in Love,Musisi muda mengenang hubungan cintanya yang penuh luka emosional.,"Drama, Romance","musik, hubungan, masa lalu, emosi",7.2,2021
2021-02-25,A World Without,Tiga remaja bergabung dengan organisasi misterius yang menjanjikan kehidupan sempurna.,"Science, Fiction, Drama","masa depan, kultus, persahabatan, misteri",6.4,2021
2021-03-04,"Seperti Dendam, Rindu Harus Dibayar Tuntas",Seorang pria dengan trauma masa lalu menjalani hidup keras penuh kekerasan dan cinta.,"Drama, Action","balas dendam, cinta, kekerasan, adaptasi",7.8,2021
2021-03-11,Photocopier,Mahasiswi berusaha membuktikan dirinya tidak bersalah setelah kehilangan beasiswa.,"Drama, Mystery","kampus, misteri, persahabatan, kejahatan",8.1,2021
2021-03-18,Yuni,Siswi SMA cerdas menghadapi tekanan budaya dan pernikahan dini.,Drama,"pendidikan, perempuan, budaya, sekolah",7.9,2021
2021-03-25,Losmen Bu Broto,Keluarga pemilik losmen menghadapi konflik tradisi dan percintaan.,"Drama, Family","keluarga, tradisi, cinta, bisnis",7.5,2021
2021-04-01,Penyalin Cahaya,Mahasiswi mencoba mengungkap misteri setelah fotonya tersebar saat pesta.,"Drama, Thriller","kampus, misteri, trauma, investigasi",8.1,2021
2021-04-08,Kadet 1947,Sekelompok kadet udara Indonesia menjalankan misi rahasia saat agresi militer Belanda.,"War, Drama","militer, sejarah, angkatan udara, patriotisme",7.3,2021
2021-04-15,Paranoia,Seorang perempuan hidup dalam ketakutan setelah melarikan diri dari masa lalunya.,"Thriller, Drama","ketakutan, misteri, keluarga, kejahatan",6.9,2021
2021-04-22,Tarian Lengger Maut,Dokter muda menghadapi misteri pembunuhan di desa penari lengger.,"Mystery, Horror","desa, pembunuhan, tari, misteri",6.4,2021
2021-04-29,Aum!,Mahasiswa aktivis terlibat aksi demonstrasi dan konflik politik.,Drama,"mahasiswa, aktivisme, politik, persahabatan",6.8,2021
2021-05-06,Dear Nathan: Thank You Salma,Hubungan Nathan dan Salma diuji oleh mimpi dan masa lalu.,"Romance, Drama","sekolah, cinta, remaja, hubungan",6.8,2021
2021-05-13,Kukira Kau Rumah,Perempuan bipolar bertemu pria yang mengubah hidupnya melalui musik.,"Drama, Romance","kesehatan mental, musik, cinta, emosi",7.8,2021
2021-05-20,Ben & Jody,Dua sahabat menghadapi konflik bisnis kopi dan penculikan.,"Action, Drama","persahabatan, kopi, bisnis, aksi",7.1,2021
2021-05-27,June & Kopi 2,Anjing kesayangan keluarga kembali membawa kebahagiaan dan pelajaran hidup.,"Family, Drama","anjing, keluarga, persahabatan, hangat",7.2,2021
2021-06-03,Backstage,Dua saudari dengan karakter berbeda berusaha mengejar mimpi di dunia musik.,"Drama, Music","musik, saudara perempuan, mimpi, keluarga",6.3,2021
2021-06-10,Ghost Writer 2,Naya kembali menghadapi gangguan hantu yang meminta bantuannya.,"Comedy, Horror","hantu, penulis, supranatural, komedi",6.5,2021
2021-06-17,Mesin Tanah Air,Kisah perjuangan para ilmuwan Indonesia menciptakan teknologi strategis.,"Drama, Biography","teknologi, sains, inspirasi Indonesia",6.7,2021
2021-06-24,Pesantren,Dokumenter tentang kehidupan santri perempuan di pesantren tradisional.,Documentary,"agama, pendidikan, perempuan, kehidupan",7.1,2021
2021-07-01,Tokyo Fiancée,Kisah cinta lintas budaya antara perempuan Indonesia dan pria Jepang.,"Romance, Drama","cinta, jepang, budaya, hubungan",6,2021
2021-07-08,Tersanjung The Movie,Yura berjuang menghadapi kerasnya hidup sambil mencari cinta sejati.,"Drama, Romance","keluarga, cinta, perjuangan, adaptasi",6.5,2021
2021-07-15,96 Jam,Ayah dan anak terjebak dalam situasi kriminal penuh ketegangan.,"Action, Thriller","kejahatan, keluarga, pengejar, ketegangan",6.1,2021
2021-07-22,Pelukis Hantu,Seorang pelukis memperoleh kemampuan melihat makhluk gaib.,"Comedy, Horror","hantu, lukisan, supranatural, komedi",6.3,2021
2021-07-29,Mekah I'm Coming,Pria desa berpura-pura naik haji demi mempertahankan cintanya.,"Comedy, Drama","agama, cinta, komedi, desa",7.3,2021
2021-08-05,Buku Harianku,Kumpulan kisah anak-anak dengan impian dan perjuangan masing-masing.,"Family, Drama","anak-anak, mimpi, kehidupan, keluarga",6.8,2021
2021-08-12,Sobat Ambyar,Pemuda patah hati menemukan semangat hidup lewat musik campursari.,"Drama, Music","musik, patah hati, persahabatan, kehidupan",7,2021
2021-08-19,Teka-Teki Tika,Sebuah keluarga kaya berubah kacau setelah kedatangan perempuan misterius.,"Drama, Mystery","keluarga, misteri, rahasia, psikologis",7.4,2021
2021-08-26,Mencuri Raden Saleh,Sekelompok anak muda merencanakan pencurian lukisan bersejarah.,"Action, Crime","perampokan, seni, persahabatan, kejahatan",7.5,2021
2021-09-02,"Cinta Pertama, Kedua & Ketiga",Kisah cinta dua orang dewasa yang terikat tanggung jawab keluarga.,"Drama, Romance","keluarga, cinta, tanggung jawab, kehidupan",7.2,2021
2021-09-09,Ranah 3 Warna,Seorang pemuda mengejar mimpi pendidikan hingga ke luar negeri.,Drama,"pendidikan, mimpi, perjuangan, inspirasi",7.1,2021
2021-09-16,Balada Si Roy,Roy menjalani petualangan masa muda penuh persahabatan dan pencarian jati diri.,"Drama, Adventure","masa muda, persahabatan, perjalanan, adaptasi",6.9,2021
2021-09-23,Preman,Penyandang disabilitas berusaha bertahan hidup di tengah dunia kriminal.,"Drama, Crime","kejahatan, kehidupan, perjuangan, kekerasan",7,2021
2021-09-30,Dear Imamku,Kisah pasangan muda menghadapi konflik rumah tangga dan keyakinan.,"Drama, Romance","pernikahan, agama, cinta, keluarga",6.2,2021
2021-10-07,Autobiography,Pemuda desa bekerja untuk pensiunan jenderal dan terjebak konflik kekuasaan.,"Drama, Thriller","kekuasaan, politik, desa, psikologis",7.6,2021
2021-10-14,Nussa,Anak laki-laki cerdas belajar tentang persahabatan dan keluarga.,"Animation, Family","anak-anak, persahabatan, agama, keluarga",7.5,2021
2021-10-21,Layla Majnun,Guru asal Indonesia menemukan cinta saat mengajar di Azerbaijan.,"Romance, Drama","cinta, budaya, perjalanan, hubungan",6.7,2021
2021-10-28,One Day We'll Talk About Today,Rahasia keluarga perlahan terungkap dan mengubah hubungan antar saudara.,"Drama, Family","keluarga, rahasia, emosi, kehidupan",8,2021
2021-11-04,Detak,Kelompok mahasiswa kedokteran mengalami teror saat praktik di rumah sakit.,"Horror, Thriller","rumah sakit, hantu, teror, misteri",5.8,2021
2021-11-11,Makmum 2,Teror makmum gaib kembali menghantui seorang perempuan dan keluarganya.,Horror,"hantu, agama, teror, keluarga",6.2,2021
2021-11-18,Ivanna,Arwah perempuan Belanda membalas dendam pada manusia yang penuh kebencian.,"Horror, Thriller","hantu, balas dendam, supranatural, teror",6.7,2021
2021-11-25,Qodrat,Ustaz dengan masa lalu kelam menghadapi gangguan iblis kuat.,"Horror, Action","agama, setan, pengusiran setan, supranatural",7,2021
2021-12-02,Before I Met You,Dua orang yang sama-sama terluka menemukan harapan baru dalam cinta.,"Romance, Drama","cinta, kehidupan, penyembuhan, hubungan",6.6,2021
2021-12-09,Merindu Cahaya de Amstel,Kisah cinta dan perjalanan spiritual seorang perempuan Belanda mualaf.,"Drama, Romance","agama, cinta, spiritualitas, perjalanan",6.9,2021
2021-12-16,Gara-Gara Warisan,Tiga saudara bersaing mengelola guest house demi mendapatkan warisan.,"Comedy, Drama","keluarga, warisan, bisnis, saudara kandung",7.2,2021
2021-12-23,Jagat Arwah,Pria muda menemukan kenyataan bahwa dirinya terhubung dengan dunia arwah.,"Fantasy, Horror","roh, supranatural, keluarga, misteri",6.8,2021
2021-12-30,KKN di Desa Penari,Sekelompok mahasiswa mengalami teror mistis saat menjalani KKN di desa terpencil.,"Horror, Mystery","desa, hantu, kutukan, siswa",8,2021
2022-01-06,Photocopier,Mahasiswi berusaha membersihkan namanya setelah kehilangan beasiswa akibat foto misterius.,"Drama, Thriller","kampus, misteri, trauma, investigasi",8.1,2022
2022-01-13,Dear Nathan: Thank You Salma,Hubungan Nathan dan Salma diuji oleh mimpi dan masa lalu mereka.,"Romance, Drama","sekolah, cinta, remaja, hubungan",6.8,2022
2022-01-20,Kamu Tidak Sendiri,Seorang perempuan terjebak di lift saat kerusuhan besar melanda kota.,"Drama, Thriller","bertahan hidup, kerusuhan, kota, trauma",7,2022
2022-01-27,Ben & Jody,Dua sahabat menghadapi konflik bisnis kopi dan aksi penculikan.,"Action, Drama","persahabatan, kopi, bisnis, aksi",7.1,2022
2022-02-03,Gara-Gara Warisan,Tiga saudara bersaing mengelola guest house demi mendapatkan warisan ayah mereka.,"Comedy, Drama","keluarga, warisan, bisnis, saudara kandung",7.2,2022
2022-02-10,Kukira Kau Rumah,Perempuan bipolar bertemu pria yang membantunya menemukan kenyamanan.,"Drama, Romance","kesehatan mental, musik, cinta, emosi",7.8,2022
2022-02-17,Merindu Cahaya de Amstel,Perempuan Belanda mualaf menghadapi konflik cinta dan keyakinan.,"Drama, Romance","agama, cinta, spiritualitas, perjalanan",6.9,2022
2022-02-24,Before I Met You,Dua orang yang terluka mencoba memulai hidup baru bersama.,"Romance, Drama","cinta, kehidupan, penyembuhan, hubungan",6.6,2022
2022-03-03,The Other Side,Kisah cinta dua remaja dengan latar belakang keluarga berbeda.,"Romance, Drama","remaja, cinta, sekolah, hubungan",6.3,2022
2022-03-10,Mencuri Raden Saleh,Sekelompok anak muda merencanakan pencurian lukisan bersejarah karya Raden Saleh.,"Action, Crime","perampokan, seni, persahabatan, kejahatan",7.5,2022
2022-03-17,KKN di Desa Penari,Sekelompok mahasiswa mengalami teror mistis saat menjalani KKN di desa terpencil.,"Horror, Mystery","desa, hantu, kutukan, siswa",8,2022
2022-03-24,Qodrat,Ustaz dengan masa lalu kelam menghadapi gangguan iblis yang kuat.,"Horror, Action","agama, setan, pengusiran setan, supranatural",7,2022
2022-03-31,Kuntilanak 3,Sekelompok anak di sekolah misterius menghadapi ancaman makhluk gaib.,"Horror, Fantasy","hantu, sekolah, supranatural, anak-anak",5.9,2022
2022-04-07,Ngeri-Ngeri Sedap,Keluarga Batak menghadapi konflik hubungan orang tua dan anak-anak mereka.,"Comedy, Drama","keluarga, budaya, pola asuh, batak",8.3,2022
2022-04-14,The Sacred Riana 2: Bloody Mary,Riana menghadapi teror permainan ritual Bloody Mary.,Horror,"hantu, ritual, teror, supranatural",5.5,2022
2022-04-21,Satu Untuk Selamanya,Kisah cinta lama yang dipertemukan kembali oleh takdir.,"Romance, Drama","cinta, nostalgia, hubungan, emosi",6.2,2022
2022-04-28,Madu Murni,Seorang pria terjebak dalam hubungan rumah tangga yang rumit dan lucu.,"Comedy, Drama","pernikahan, komedi, keluarga, kehidupan",6,2022
2022-05-05,Cek Toko Sebelah 2,Keluarga Koh Afuk kembali menghadapi konflik bisnis dan keluarga.,"Comedy, Drama","keluarga, bisnis, saudara kandung, komedi",7.8,2022
2022-05-12,Inang,Perempuan hamil mendapat perlindungan dari keluarga misterius dengan niat tersembunyi.,"Horror, Thriller","kehamilan, misteri, teror, keluarga",7.1,2022
2022-05-19,Jagat Arwah,Pemuda menemukan bahwa dirinya memiliki hubungan dengan dunia arwah.,"Fantasy, Horror","roh, supranatural, keluarga, misteri",6.8,2022
2022-05-26,Mumun,Kebangkitan arwah Mumun meneror warga desa setelah kematiannya.,"Comedy, Horror","hantu, desa, supranatural, komedi",6.1,2022
2022-06-02,Keramat 2: Caruban Larang,Sekelompok kru film mengalami kejadian mistis saat syuting.,Horror,"kutukan, hantu, kru film, supranatural",6.5,2022
2022-06-09,Ivanna,Arwah perempuan Belanda membalas dendam kepada manusia penuh kebencian.,"Horror, Thriller","hantu, balas dendam, supranatural, teror",6.7,2022
2022-06-16,Teluh,Perempuan muda menghadapi santet yang mengancam keluarganya.,Horror,"kutukan, supranatural, keluarga, misteri",5.8,2022
2022-06-23,Mozachiko,Kisah cinta remaja SMA yang penuh konflik dan kecemburuan.,"Romance, Drama","sekolah, remaja, cinta, persahabatan",6.1,2022
2022-06-30,12 Cerita Glen Anggara,Pemuda sakit keras mencoba menemukan kebahagiaan terakhirnya.,"Drama, Romance","penyakit, cinta, kehidupan, emosi",7,2022
2022-07-07,Jailangkung: Sandekala,Keluarga kecil diteror makhluk gaib saat berlibur di desa.,Horror,"hantu, teror, keluarga, supranatural",6.3,2022
2022-07-14,One Piece Film: Red Special Fan Screening Indonesia,Pemutaran spesial film anime populer untuk penggemar di Indonesia.,"Animation, Action","anime, konser, bajak laut, musik",7.9,2022
2022-07-21,Miracle in Cell No. 7,Pria dengan keterbatasan intelektual dipenjara secara tidak adil dan berusaha bertemu putrinya.,"Drama, Family","keluarga, ayah, anak perempuan, penjara",8.5,2022
2022-07-28,Satria Dewa: Gatotkaca,Pemuda menemukan kekuatan warisan Pandawa dan menjadi pahlawan.,"Action, Fantasy","pahlawan super, mitologi, aksi, kekuatan",6.2,2022
2022-08-04,Dear David,Siswi SMA panik setelah blog fantasi rahasianya tersebar ke sekolah.,"Drama, Romance","sekolah, remaja, rahasia, hubungan",6,2022
2022-08-11,Notebook,"Film antologi tentang cinta, kehilangan, dan perjalanan hidup.","Drama, Anthology","kehidupan, cinta, kenangan, emosi",6.1,2022
2022-08-18,Autobiography,Pemuda desa bekerja untuk pensiunan jenderal dan terjebak konflik kekuasaan.,"Drama, Thriller","kekuasaan, politik, desa, psikologis",7.6,2022
2022-08-25,Sri Asih,Alana menemukan dirinya merupakan reinkarnasi pahlawan super Nusantara.,"Action, Fantasy","pahlawan super, kekuatan, aksi, pahlawan",6.9,2022
2022-09-01,Like & Share,Dua sahabat remaja menghadapi realitas media sosial dan kekerasan seksual.,Drama,"remaja, media sosial, persahabatan, trauma",7.4,2022
2022-09-08,Love for Sale 3,Richard mencari arti hubungan dan keluarga dalam hidupnya.,"Comedy, Romance","cinta, hubungan, kehidupan, komedi",7.1,2022
2022-09-15,My Sassy Girl,Pria polos jatuh cinta pada perempuan unik dan penuh kejutan.,"Romance, Comedy","cinta, hubungan, komedi, adaptasi",6.7,2022
2022-09-22,Hello Ghost,Pria kesepian ditemani empat hantu dengan permintaan terakhir mereka.,"Comedy, Drama","hantu, persahabatan, kehidupan, keluarga",7.5,2022
2022-09-29,Pamali,Seseorang mengalami teror gaib setelah melanggar pantangan adat.,Horror,"kutukan, tradisi, hantu, supranatural",6.4,2022
2022-10-06,The Big 4,Mantan pembunuh bayaran bekerja sama memecahkan kasus pembunuhan ayah mereka.,"Action, Comedy","pembunuh bayaran, kejahatan, komedi, aksi",7.1,2022
2022-10-13,Tali Mati,Teror misterius menghantui penghuni rumah setelah kematian tragis.,"Horror, Thriller","hantu, teror, misteri, kematian",5.7,2022
2022-10-20,Narvik,Kisah perjuangan dan pengorbanan di tengah konflik perang dunia.,"War, Drama","perang, tentara, sejarah, bertahan hidup",6.5,2022
2022-10-27,Qorin,Siswi pesantren mengalami teror setelah ritual pemanggilan qorin.,Horror,"agama, hantu, ritual, sekolah berasrama",6.9,2022
2022-11-03,Perjalanan Pertama,Anak laki-laki dan kakeknya melakukan perjalanan penuh makna.,"Drama, Family","perjalanan, keluarga, kehidupan, emosi",7,2022
2022-11-10,Cross the Line,Musisi muda terjebak dalam kehidupan malam dan narkoba.,"Drama, Music","musik, kehidupan, kecanduan, masa muda",6,2022
2022-11-17,Kereta Berdarah,Perjalanan kereta wisata berubah menjadi mimpi buruk penuh teror.,"Horror, Thriller","kereta api, teror, misteri, hantu",6.2,2022
2022-11-24,The Architecture of Love,Penulis novel menemukan inspirasi dan cinta baru di New York.,"Romance, Drama","penulis, cinta, New York, hubungan",7,2022
2022-12-01,Jodoh atau Bukan,Kisah pasangan muda menghadapi pilihan cinta dan masa depan.,"Romance, Drama","cinta, hubungan, masa depan, emosi",6.1,2022
2022-12-08,Gas Kuy,Komunitas motor menghadapi konflik persahabatan dan balapan jalanan.,"Comedy, Action","sepeda motor, persahabatan, balap, pemuda",5.8,2022
2022-12-15,Mumun Returns,Kisah lanjutan teror hantu Mumun di desa kecil.,"Comedy, Horror","hantu, desa, supranatural, komedi",5.9,2022
